Wavelength,calib_1,calib_2,calib_3,calib_4,calib_5,calib_6,calib_7
3062.5,0.005925,0.007698,0.011147,0.011293,0.0114,0.011877,0.009813
3062,0.005776,0.007805,0.011012,0.011525,0.011312,0.011929,0.009737
3061.5,0.005234,0.007795,0.010789,0.011551,0.011182,0.011911,0.009298
3061,0.00461,0.007643,0.010492,0.011222,0.011045,0.011796,0.008816
3060.5,0.00422,0.007483,0.010238,0.010815,0.010996,0.01166,0.008611
3060,0.004215,0.007428,0.010224,0.010783,0.011122,0.011608,0.008719
3059.5,0.004534,0.00753,0.010554,0.011266,0.011457,0.011694,0.008972
3059,0.004961,0.007835,0.011097,0.011942,0.011948,0.011938,0.009262
3058.5,0.005258,0.008305,0.011519,0.01234,0.012446,0.012326,0.009592
3058,0.005285,0.008725,0.011502,0.012232,0.012756,0.01275,0.009907
3057.5,0.005077,0.008837,0.010985,0.011704,0.012757,0.013001,0.010012
3057,0.004824,0.008608,0.010266,0.011026,0.012499,0.012908,0.009738
3056.5,0.004764,0.008275,0.009825,0.010499,0.01218,0.012509,0.009145
3056,0.005002,0.008091,0.009934,0.010334,0.011994,0.012024,0.008511
3055.5,0.005409,0.008078,0.010417,0.010539,0.011978,0.011639,0.008122
3055,0.005718,0.008063,0.010818,0.010903,0.012002,0.011376,0.008074
3054.5,0.005732,0.007885,0.010829,0.011164,0.011908,0.011164,0.00825
3054,0.005455,0.007571,0.010497,0.011192,0.011662,0.011003,0.008458
3053.5,0.005024,0.007306,0.01007,0.011,0.011373,0.010962,0.008579
3053,0.004576,0.007251,0.009744,0.010661,0.011178,0.011063,0.008617
3052.5,0.004186,0.007362,0.009602,0.010273,0.011125,0.01121,0.008606
3052,0.003894,0.007402,0.009639,0.009955,0.011158,0.011247,0.008524
3051.5,0.003731,0.007187,0.009771,0.009769,0.011177,0.011074,0.008319
3051,0.003717,0.006782,0.00985,0.009675,0.011114,0.010716,0.008025
3050.5,0.003831,0.00644,0.0098,0.009617,0.01098,0.010343,0.007784
3050,0.003991,0.006336,0.009692,0.009623,0.010833,0.010168,0.007726
3049.5,0.004038,0.006415,0.009621,0.009756,0.010724,0.010269,0.007839
3049,0.003839,0.006519,0.009576,0.010009,0.010664,0.010525,0.007989
3048.5,0.003447,0.006584,0.009528,0.010317,0.010657,0.010744,0.008058
3048,0.003124,0.006638,0.009561,0.010614,0.010714,0.010863,0.008001
3047.5,0.003125,0.006659,0.009767,0.010803,0.010795,0.010948,0.007814
3047,0.003455,0.006573,0.010038,0.01074,0.010779,0.011065,0.007538
3046.5,0.003887,0.006425,0.010146,0.010399,0.010586,0.011217,0.007326
3046,0.004198,0.006436,0.010051,0.010007,0.010319,0.011397,0.007411
3045.5,0.004329,0.006777,0.009954,0.009838,0.01018,0.011568,0.007874
3045,0.004353,0.007329,0.009982,0.009895,0.010233,0.011628,0.008474
3044.5,0.0044,0.007806,0.010013,0.009966,0.010357,0.011508,0.008843
3044,0.004616,0.008083,0.009931,0.010009,0.010466,0.011326,0.008855
3043.5,0.005059,0.008259,0.00988,0.010221,0.010628,0.011292,0.008698
3043,0.005552,0.008392,0.010055,0.010636,0.010878,0.011411,0.00857
3042.5,0.005731,0.00837,0.010331,0.01089,0.011063,0.011428,0.00843
3042,0.005381,0.00814,0.010347,0.010619,0.011015,0.011164,0.008156
3041.5,0.004729,0.007919,0.009991,0.009991,0.010834,0.01078,0.007837
3041,0.004283,0.007982,0.009587,0.009606,0.010783,0.010572,0.007742
3040.5,0.004352,0.0083,0.009521,0.009869,0.010954,0.010614,0.007998
3040,0.004775,0.008546,0.009801,0.01061,0.011197,0.010738,0.008423
3039.5,0.005135,0.008465,0.010117,0.011316,0.011374,0.010806,0.008715
3039,0.005165,0.008105,0.010218,0.011589,0.011498,0.010838,0.008716
3038.5,0.004907,0.007674,0.010111,0.011361,0.011553,0.010871,0.008466
3038,0.004555,0.007319,0.009933,0.010844,0.011397,0.010871,0.008092
3037.5,0.004262,0.007058,0.00977,0.01036,0.010957,0.010814,0.007717
3037,0.004064,0.00683,0.009629,0.010143,0.010405,0.010734,0.007432
3036.5,0.003942,0.006551,0.009492,0.010195,0.009993,0.010655,0.007271
3036,0.003879,0.0062,0.009342,0.010333,0.009801,0.010542,0.007225
3035.5,0.003867,0.005881,0.009177,0.010395,0.009747,0.010367,0.007275
3035,0.003862,0.005731,0.009028,0.010355,0.009757,0.010146,0.007389
3034.5,0.003756,0.005742,0.008934,0.010235,0.009805,0.009881,0.007467
3034,0.003473,0.005777,0.008902,0.010022,0.009864,0.009569,0.007398
3033.5,0.003118,0.005798,0.008927,0.009729,0.009934,0.009308,0.00722
3033,0.002967,0.005966,0.009045,0.009494,0.010089,0.009291,0.007171
3032.5,0.0032,0.006419,0.009316,0.009471,0.010366,0.009627,0.007435
3032,0.003644,0.006997,0.009704,0.00963,0.010651,0.010194,0.007868
3031.5,0.003911,0.007323,0.010019,0.009743,0.010799,0.01072,0.008075
3031,0.003819,0.007156,0.010067,0.009627,0.010834,0.011011,0.007819
3030.5,0.00359,0.006613,0.009845,0.009342,0.010902,0.011056,0.007274
3030,0.003566,0.006043,0.009561,0.009113,0.011034,0.010976,0.006833
3029.5,0.003812,0.005739,0.009425,0.00908,0.011103,0.010919,0.006723
3029,0.004082,0.005772,0.009468,0.009202,0.01103,0.010959,0.006863
3028.5,0.004138,0.006018,0.009556,0.009373,0.010888,0.011057,0.00703
3028,0.003958,0.006311,0.009548,0.009544,0.010756,0.011112,0.007079
3027.5,0.003663,0.006548,0.009421,0.009708,0.010595,0.011069,0.007009
3027,0.003359,0.006701,0.009275,0.009821,0.010353,0.010978,0.006911
3026.5,0.003109,0.006778,0.009241,0.009822,0.010097,0.010912,0.006873
3026,0.00298,0.006805,0.009368,0.00972,0.009948,0.010868,0.006904
3025.5,0.003023,0.006838,0.009565,0.009617,0.009946,0.010787,0.006925
3025,0.003227,0.00691,0.009664,0.009628,0.010023,0.010679,0.006839
3024.5,0.003521,0.006983,0.009591,0.00978,0.010101,0.010657,0.006644
3024,0.003808,0.006987,0.009471,0.009991,0.010158,0.010838,0.00645
3023.5,0.003976,0.006929,0.009542,0.010131,0.010238,0.011193,0.006387
3023,0.003946,0.006894,0.00993,0.010137,0.010426,0.011534,0.006494
3022.5,0.003735,0.006922,0.010498,0.01006,0.010752,0.01166,0.006697
3022,0.003457,0.006953,0.010921,0.01,0.011101,0.011524,0.006857
3021.5,0.003216,0.006947,0.01094,0.009977,0.011279,0.01125,0.006851
3021,0.003037,0.006978,0.01058,0.009905,0.011211,0.011009,0.00665
3020.5,0.002903,0.007144,0.010148,0.009727,0.011042,0.010911,0.006366
3020,0.002805,0.007396,0.00998,0.00952,0.010974,0.011006,0.00618
3019.5,0.002697,0.007528,0.010131,0.00941,0.011054,0.011275,0.006165
3019,0.002463,0.007354,0.010322,0.00939,0.011155,0.011579,0.006166
3018.5,0.002009,0.006852,0.010207,0.009292,0.011119,0.011685,0.005914
3018,0.001387,0.006153,0.009734,0.008972,0.010886,0.011467,0.005297
3017.5,0.000761,0.005442,0.009204,0.008508,0.010518,0.011079,0.004498
3017,0.000247,0.004879,0.008987,0.008165,0.010167,0.010827,0.003849
3016.5,-0.000167,0.004563,0.009187,0.008154,0.01,0.010852,0.00353
3016,-0.000558,0.004511,0.009609,0.008422,0.01009,0.01101,0.00341
3015.5,-0.000973,0.004628,0.009985,0.008673,0.010354,0.011092,0.003182
3015,-0.001421,0.004722,0.010185,0.00863,0.010626,0.011063,0.002634
3014.5,-0.001914,0.004593,0.010215,0.008294,0.010765,0.011049,0.00183
3014,-0.00249,0.00415,0.010108,0.007916,0.010708,0.011138,0.001026
3013.5,-0.003182,0.003458,0.009887,0.007708,0.010483,0.011293,0.000427
3013,-0.003985,0.002687,0.009603,0.007648,0.010243,0.011415,0.000006
3012.5,-0.00485,0.002,0.009347,0.007589,0.010202,0.011447,-0.000448
3012,-0.00575,0.001479,0.009169,0.007465,0.010445,0.011389,-0.001163
3011.5,-0.006756,0.001098,0.009011,0.007302,0.010787,0.01126,-0.002233
3011,-0.007978,0.000732,0.008753,0.00709,0.010917,0.011071,-0.00359
3010.5,-0.009374,0.000252,0.008354,0.006775,0.010716,0.010856,-0.005014
3010,-0.010691,-0.000335,0.007922,0.006377,0.010402,0.010703,-0.006227
3009.5,-0.011729,-0.000893,0.007597,0.005962,0.010295,0.010699,-0.007097
3009,-0.012641,-0.001377,0.007377,0.005501,0.010476,0.01079,-0.007804
3008.5,-0.013832,-0.002001,0.007108,0.004857,0.010681,0.010755,-0.008717
3008,-0.015519,-0.003052,0.006671,0.004014,0.010557,0.010419,-0.010053
3007.5,-0.017497,-0.004519,0.006153,0.003198,0.009993,0.009884,-0.011695
3007,-0.019377,-0.006031,0.005798,0.002693,0.009213,0.009479,-0.01338
3006.5,-0.02097,-0.007184,0.005785,0.002587,0.008582,0.009448,-0.014955
3006,-0.02233,-0.00785,0.006067,0.00274,0.008329,0.009767,-0.016394
3005.5,-0.023576,-0.008169,0.006415,0.002911,0.008434,0.010239,-0.01767
3005,-0.0248,-0.008404,0.006565,0.002846,0.008699,0.010669,-0.018798
3004.5,-0.02613,-0.008849,0.006348,0.002337,0.008891,0.010888,-0.01995
3004,-0.027703,-0.009736,0.005783,0.001353,0.008846,0.010772,-0.021356
3003.5,-0.029515,-0.011063,0.005072,0.000134,0.008524,0.010335,-0.02303
3003,-0.031402,-0.012557,0.004473,-0.000941,0.008004,0.009768,-0.024735
3002.5,-0.033207,-0.013916,0.004095,-0.001639,0.007438,0.009286,-0.026263
3002,-0.034895,-0.015043,0.003826,-0.001999,0.007002,0.008987,-0.027644
3001.5,-0.036466,-0.015998,0.0035,-0.00222,0.006868,0.008863,-0.028999
3001,-0.037887,-0.01683,0.003096,-0.002494,0.00713,0.00888,-0.030341
3000.5,-0.039177,-0.017575,0.002733,-0.002911,0.007687,0.008941,-0.031624
3000,-0.040482,-0.018322,0.002505,-0.003426,0.008236,0.008907,-0.032869
2999.5,-0.04191,-0.019114,0.002397,-0.00387,0.008503,0.008765,-0.03409
2999,-0.043332,-0.019833,0.002347,-0.004064,0.008503,0.008719,-0.035149
2998.5,-0.0445,-0.02034,0.002292,-0.003998,0.008462,0.008954,-0.035872
2998,-0.045369,-0.020719,0.002166,-0.003868,0.008508,0.00936,-0.03631
2997.5,-0.046166,-0.021199,0.001975,-0.003889,0.008551,0.009648,-0.036731
2997,-0.047081,-0.021814,0.001891,-0.004064,0.008504,0.009718,-0.037326
2996.5,-0.048032,-0.022335,0.002123,-0.004213,0.008452,0.00974,-0.038064
2996,-0.048847,-0.022604,0.002599,-0.004223,0.008495,0.009828,-0.038879
2995.5,-0.049549,-0.022751,0.002905,-0.00423,0.008546,0.00985,-0.039835
2995,-0.05032,-0.023,0.002702,-0.004486,0.008432,0.009652,-0.040967
2994.5,-0.051202,-0.023405,0.002148,-0.005071,0.008161,0.009341,-0.042096
2994,-0.052053,-0.023906,0.001733,-0.0058,0.007926,0.009178,-0.042955
2993.5,-0.052797,-0.024518,0.001729,-0.006401,0.007861,0.009266,-0.043508
2993,-0.053546,-0.025278,0.00195,-0.006716,0.007925,0.009507,-0.043975
2992.5,-0.054376,-0.026047,0.002079,-0.006687,0.008034,0.009823,-0.044539
2992,-0.055138,-0.026551,0.002076,-0.006286,0.008195,0.010293,-0.045128
2991.5,-0.055639,-0.026655,0.002146,-0.005582,0.008421,0.010964,-0.045569
2991,-0.055919,-0.02649,0.002418,-0.00485,0.008639,0.011655,-0.045828
2990.5,-0.056183,-0.026285,0.002791,-0.004423,0.00877,0.012049,-0.046003
2990,-0.056499,-0.026162,0.003062,-0.004388,0.008844,0.012032,-0.046142
2989.5,-0.056768,-0.02616,0.003113,-0.004511,0.008972,0.011871,-0.046225
2989,-0.057007,-0.026352,0.002972,-0.004544,0.009189,0.011975,-0.046362
2988.5,-0.057497,-0.026826,0.002761,-0.004509,0.009391,0.012483,-0.046831
2988,-0.058501,-0.027525,0.002618,-0.004602,0.009424,0.013133,-0.047803
2987.5,-0.059966,-0.02822,0.002617,-0.00493,0.009237,0.013541,-0.04908
2987,-0.061602,-0.0287,0.002743,-0.005428,0.008937,0.01357,-0.050264
2986.5,-0.063205,-0.028998,0.002919,-0.005987,0.008718,0.013369,-0.051207
2986,-0.064855,-0.02941,0.003031,-0.006546,0.008725,0.013146,-0.05221
2985.5,-0.066951,-0.030342,0.002894,-0.007108,0.008949,0.012992,-0.053863
2985,-0.070282,-0.032224,0.002262,-0.007834,0.009199,0.012879,-0.056864
2984.5,-0.075892,-0.035509,0.000936,-0.009108,0.0092,0.012704,-0.061955
2984,-0.084384,-0.040464,-0.001065,-0.011313,0.008765,0.012326,-0.06957
2983.5,-0.094924,-0.046643,-0.003411,-0.01438,0.007967,0.011689,-0.079062
2983,-0.104994,-0.05257,-0.005467,-0.017556,0.007183,0.011018,-0.088283
2982.5,-0.111645,-0.056339,-0.006522,-0.019744,0.006909,0.010807,-0.094504
2982,-0.11349,-0.056961,-0.006174,-0.020221,0.007443,0.011437,-0.096281
2981.5,-0.111455,-0.055059,-0.004614,-0.019015,0.008694,0.01282,-0.094306
2981,-0.107534,-0.052089,-0.002478,-0.016678,0.010287,0.014468,-0.090363
2980.5,-0.103129,-0.049088,-0.000408,-0.013873,0.011803,0.015896,-0.085805
2980,-0.098607,-0.046273,0.00128,-0.01116,0.013012,0.016919,-0.08118
2979.5,-0.093901,-0.043451,0.002685,-0.008889,0.014023,0.017674,-0.076696
2979,-0.089081,-0.040491,0.004135,-0.007128,0.015183,0.018413,-0.072505
2978.5,-0.084441,-0.037459,0.005906,-0.005717,0.016698,0.019255,-0.068634
2978,-0.080257,-0.034525,0.008,-0.004417,0.018333,0.020143,-0.06501
2977.5,-0.076566,-0.031829,0.010163,-0.003015,0.019619,0.021042,-0.061614
2977,-0.073169,-0.029404,0.012091,-0.001355,0.020352,0.022077,-0.058502
2976.5,-0.069908,-0.02724,0.013618,0.000579,0.020767,0.023362,-0.055708
2976,-0.066989,-0.02543,0.014719,0.0026,0.02122,0.024713,-0.053294
2975.5,-0.064911,-0.024163,0.015433,0.004363,0.021871,0.025731,-0.051434
2975,-0.063938,-0.023474,0.015884,0.005582,0.022752,0.02623,-0.050256
2974.5,-0.063724,-0.023074,0.016351,0.006223,0.023942,0.026508,-0.049606
2974,-0.063637,-0.022591,0.017152,0.006519,0.025497,0.027106,-0.049182
2973.5,-0.063469,-0.021978,0.018373,0.00683,0.027257,0.028351,-0.048949
2973,-0.063614,-0.021536,0.0198,0.007434,0.028928,0.030158,-0.049207
2972.5,-0.064396,-0.021411,0.02121,0.008401,0.030373,0.03221,-0.050064
2972,-0.06526,-0.021153,0.022672,0.009679,0.031735,0.034248,-0.050894
2971.5,-0.06479,-0.019866,0.024469,0.011362,0.033304,0.036238,-0.050447
2971,-0.061697,-0.016899,0.026761,0.013786,0.035336,0.038369,-0.047626
2970.5,-0.055873,-0.012389,0.029471,0.017227,0.03795,0.04086,-0.042227
2970,-0.048487,-0.007099,0.032489,0.021491,0.041043,0.043751,-0.035092
2969.5,-0.041104,-0.001799,0.03582,0.025938,0.044306,0.046866,-0.027624
2969,-0.03471,0.003109,0.039421,0.02997,0.047413,0.049944,-0.021099
2968.5,-0.029444,0.00749,0.043032,0.033441,0.050273,0.052781,-0.016104
2968,-0.024935,0.011295,0.046331,0.036621,0.053069,0.055357,-0.012315
2967.5,-0.020705,0.0147,0.049264,0.03987,0.056078,0.057951,-0.008759
2967,-0.016341,0.018238,0.052111,0.043377,0.059468,0.061027,-0.004502
2966.5,-0.011596,0.022469,0.055162,0.047099,0.063193,0.06477,0.000641
2966,-0.006498,0.027393,0.058432,0.05084,0.067045,0.068743,0.006041
2965.5,-0.001259,0.032414,0.061773,0.054433,0.070796,0.072279,0.01098
2965,0.004011,0.03699,0.0652,0.057902,0.074357,0.075284,0.015487
2964.5,0.009409,0.041113,0.068929,0.061414,0.077766,0.078369,0.020207
2964,0.014926,0.045031,0.073007,0.065039,0.081023,0.082021,0.025415
2963.5,0.020191,0.048752,0.077037,0.068651,0.084086,0.085877,0.030443
2963,0.024714,0.052101,0.08044,0.072125,0.08705,0.089127,0.034371
2962.5,0.028405,0.055116,0.08303,0.075525,0.090171,0.091489,0.03715
2962,0.031665,0.058089,0.085215,0.078938,0.093515,0.093483,0.039668
2961.5,0.034964,0.061187,0.087568,0.082214,0.096663,0.095737,0.042712
2961,0.038423,0.064304,0.090251,0.085042,0.099011,0.098296,0.04623
2960.5,0.041856,0.067294,0.09298,0.087314,0.100395,0.10075,0.049703
2960,0.045113,0.070184,0.095519,0.089304,0.101329,0.102856,0.052918
2959.5,0.048283,0.073097,0.098039,0.091429,0.102624,0.104864,0.056106
2959,0.051592,0.076112,0.100848,0.093891,0.10482,0.107208,0.059488
2958.5,0.055092,0.079183,0.103839,0.096558,0.10784,0.109955,0.062946
2958,0.058476,0.082047,0.106378,0.099072,0.110983,0.112608,0.066098
2957.5,0.061235,0.084261,0.107837,0.101045,0.113287,0.114481,0.068531
2957,0.063016,0.085514,0.10817,0.102222,0.114171,0.115264,0.070021
2956.5,0.06383,0.08589,0.107892,0.102538,0.113835,0.115174,0.070682
2956,0.063954,0.085737,0.107559,0.102103,0.113001,0.114654,0.070936
2955.5,0.063765,0.085344,0.107368,0.101191,0.112284,0.114056,0.07118
2955,0.063621,0.08489,0.107184,0.100196,0.111841,0.113517,0.071481
2954.5,0.063716,0.08456,0.106805,0.099444,0.111486,0.11294,0.071609
2954,0.063912,0.084409,0.106094,0.098923,0.110917,0.112027,0.071345
2953.5,0.063831,0.084146,0.104973,0.098254,0.109863,0.11056,0.070656
2953,0.063221,0.083376,0.103452,0.097064,0.108222,0.108715,0.069646
2952.5,0.062169,0.0821,0.101694,0.09536,0.106157,0.106938,0.068458
2952,0.060935,0.08074,0.099967,0.09348,0.103992,0.105452,0.067252
2951.5,0.05971,0.079628,0.098493,0.09177,0.102012,0.104068,0.06619
2951,0.058657,0.078687,0.097353,0.090421,0.100393,0.102584,0.065388
2950.5,0.058002,0.077736,0.096521,0.089521,0.099277,0.101167,0.064884
2950,0.057885,0.076867,0.09593,0.089036,0.098716,0.100143,0.064622
2949.5,0.058164,0.076345,0.095506,0.088752,0.098527,0.099541,0.064471
2949,0.058581,0.076292,0.095227,0.088458,0.098368,0.099119,0.064336
2948.5,0.059131,0.076653,0.095185,0.08826,0.098094,0.098814,0.0643
2948,0.060077,0.077409,0.095507,0.088537,0.097975,0.098891,0.06464
2947.5,0.061585,0.078613,0.096172,0.089492,0.098457,0.099586,0.065636
2947,0.063519,0.080246,0.09701,0.09091,0.099711,0.100796,0.067363
2946.5,0.065677,0.08219,0.097963,0.092482,0.101499,0.102274,0.0697
2946,0.06806,0.084384,0.099249,0.094201,0.103433,0.103965,0.072489
2945.5,0.070766,0.086895,0.101155,0.096265,0.105319,0.105971,0.075596
2945,0.073752,0.089771,0.103693,0.098725,0.107246,0.108265,0.078839
2944.5,0.076828,0.092897,0.106577,0.101433,0.109411,0.110634,0.081972
2944,0.079854,0.096011,0.109492,0.104267,0.111885,0.11294,0.084819
2943.5,0.082834,0.098875,0.112297,0.107198,0.114553,0.115303,0.087425
2943,0.085871,0.101461,0.115001,0.110167,0.117276,0.117955,0.090054
2942.5,0.089148,0.104052,0.117731,0.113133,0.120095,0.120999,0.093048
2942,0.092897,0.107088,0.120753,0.116281,0.123279,0.124385,0.096675
2941.5,0.097235,0.110801,0.124352,0.119963,0.127125,0.128062,0.10101
2941,0.102002,0.114972,0.128567,0.124286,0.131686,0.132045,0.105838
2940.5,0.106842,0.119172,0.133075,0.128912,0.136656,0.1363,0.110696
2940,0.111463,0.12325,0.137461,0.133376,0.141544,0.140669,0.115146
2939.5,0.115814,0.127471,0.141584,0.137551,0.145999,0.14498,0.11913
2939,0.120058,0.13213,0.145612,0.141692,0.150017,0.149223,0.12302
2938.5,0.124478,0.137171,0.149774,0.146118,0.153838,0.153527,0.127267
2938,0.129353,0.142315,0.154174,0.150915,0.157719,0.157962,0.132004
2937.5,0.134766,0.147432,0.158821,0.155909,0.161822,0.162453,0.137032
2937,0.140473,0.152608,0.163715,0.160849,0.166255,0.166924,0.14213
2936.5,0.146074,0.157881,0.168864,0.16567,0.171076,0.17147,0.147295
2936,0.151364,0.163104,0.17428,0.170591,0.176226,0.176318,0.152653
2935.5,0.156469,0.168161,0.179959,0.175881,0.181542,0.181617,0.158242
2935,0.161618,0.173169,0.185799,0.181482,0.18687,0.187303,0.163906
2934.5,0.166885,0.178348,0.191536,0.186993,0.192095,0.193121,0.169353
2934,0.172225,0.183725,0.19689,0.192119,0.197107,0.198771,0.174336
2933.5,0.177629,0.189073,0.201862,0.197051,0.20192,0.204084,0.178844
2933,0.183134,0.194141,0.206824,0.202249,0.206828,0.209129,0.183193
2932.5,0.188681,0.198973,0.212214,0.207925,0.212221,0.214117,0.18782
2932,0.194079,0.203967,0.218146,0.213826,0.218091,0.21918,0.192923
2931.5,0.199125,0.20956,0.224322,0.219465,0.223911,0.224283,0.198296
2931,0.203764,0.215755,0.230262,0.224482,0.22921,0.229386,0.203551
2930.5,0.208168,0.221984,0.235552,0.228859,0.234088,0.234603,0.20846
2930,0.212662,0.227526,0.239973,0.232924,0.238932,0.240024,0.213065
2929.5,0.217446,0.232097,0.243561,0.237063,0.24374,0.245388,0.217482
2929,0.222347,0.235957,0.246611,0.241343,0.248062,0.250084,0.221728
2928.5,0.226979,0.23951,0.249565,0.245461,0.251622,0.253657,0.225784
2928,0.231213,0.242947,0.252771,0.249148,0.254707,0.256308,0.229737
2927.5,0.235298,0.246235,0.256278,0.25247,0.257758,0.258781,0.233691
2927,0.239362,0.249244,0.259815,0.2556,0.260785,0.261676,0.237482
2926.5,0.243028,0.251805,0.262985,0.258466,0.263377,0.264914,0.240613
2926,0.245813,0.253848,0.26553,0.26085,0.26528,0.267934,0.242704
2925.5,0.247781,0.255546,0.26746,0.262738,0.26675,0.270304,0.244003
2925,0.249421,0.257183,0.268971,0.264287,0.268223,0.271977,0.245226
2924.5,0.250851,0.258755,0.270221,0.26549,0.269666,0.272972,0.246721
2924,0.25152,0.259808,0.271176,0.266098,0.270442,0.27305,0.247931
2923.5,0.250852,0.259823,0.271621,0.265923,0.269957,0.271957,0.247897
2923,0.248935,0.258704,0.271332,0.265025,0.268388,0.269916,0.246289
2922.5,0.246407,0.256798,0.270244,0.263577,0.266535,0.267614,0.243745
2922,0.243844,0.254502,0.26847,0.261678,0.264952,0.265565,0.241186
2921.5,0.241437,0.251949,0.266186,0.259342,0.263408,0.263587,0.238937
2921,0.239107,0.249044,0.263521,0.256585,0.261324,0.261063,0.23661
2920.5,0.236675,0.245712,0.260575,0.253469,0.25853,0.257716,0.233701
2920,0.233915,0.242067,0.257382,0.250102,0.255298,0.253961,0.23011
2919.5,0.230616,0.238317,0.253766,0.246546,0.251762,0.250369,0.226086
2919,0.226701,0.234552,0.249371,0.242716,0.24768,0.246934,0.221856
2918.5,0.222258,0.230615,0.244052,0.238428,0.242871,0.243065,0.217431
2918,0.217447,0.226232,0.238212,0.233602,0.237613,0.238312,0.212717
2917.5,0.212386,0.221272,0.232543,0.228361,0.232378,0.232917,0.207683
2917,0.207157,0.215912,0.227428,0.222928,0.22735,0.227554,0.202434
2916.5,0.201891,0.210561,0.222749,0.217511,0.222388,0.222686,0.197188
2916,0.196768,0.205594,0.218254,0.212306,0.217384,0.218277,0.192185
2915.5,0.191861,0.201051,0.213828,0.207425,0.212447,0.213981,0.1875
2915,0.186983,0.196559,0.209343,0.202719,0.207698,0.209414,0.182911
2914.5,0.181801,0.191636,0.204557,0.197856,0.203058,0.204317,0.178045
2914,0.176203,0.186156,0.199424,0.192708,0.198336,0.198707,0.172757
2913.5,0.170519,0.180531,0.194333,0.187598,0.193485,0.193014,0.167363
2913,0.1653,0.175383,0.189793,0.182992,0.188711,0.1879,0.16244
2912.5,0.160842,0.171031,0.185871,0.179009,0.184289,0.183771,0.158325
2912,0.156958,0.167289,0.182108,0.175335,0.180292,0.180449,0.15479
2911.5,0.153188,0.163723,0.178017,0.171573,0.176557,0.177371,0.151249
2911,0.149248,0.160058,0.173565,0.167585,0.172966,0.174093,0.147325
2910.5,0.145251,0.156339,0.169168,0.163522,0.169637,0.170539,0.1432
2910,0.141516,0.152757,0.165296,0.159643,0.166715,0.166819,0.13938
2909.5,0.138167,0.149369,0.162062,0.156117,0.164037,0.16301,0.136155
2909,0.134971,0.146067,0.159168,0.152909,0.161235,0.159197,0.133372
2908.5,0.131589,0.142779,0.156238,0.149849,0.158179,0.155616,0.130713
2908,0.127956,0.13957,0.153188,0.146825,0.155087,0.152544,0.12803
2907.5,0.124321,0.136493,0.150178,0.143863,0.152112,0.150027,0.125315
2907,0.120951,0.133466,0.147289,0.141059,0.149114,0.147837,0.122504
2906.5,0.11792,0.130475,0.14442,0.138497,0.146004,0.145737,0.119493
2906,0.115198,0.127798,0.141547,0.136235,0.143066,0.1437,0.116316
2905.5,0.112797,0.125761,0.138892,0.13425,0.140631,0.141779,0.11318
2905,0.110713,0.124254,0.136699,0.132364,0.138568,0.139897,0.110342
2904.5,0.108821,0.122735,0.134946,0.130383,0.136435,0.137907,0.108032
2904,0.106936,0.120802,0.133397,0.12835,0.13411,0.135818,0.106387
2903.5,0.104992,0.118575,0.131851,0.126539,0.13194,0.133803,0.105285
2903,0.103081,0.116423,0.130236,0.125108,0.130234,0.131976,0.10428
2902.5,0.101322,0.114528,0.128546,0.123883,0.128883,0.130264,0.102894
2902,0.099758,0.112879,0.126794,0.122548,0.127603,0.128537,0.101026
2901.5,0.098317,0.111451,0.12503,0.120944,0.126287,0.126752,0.098937
2901,0.096828,0.11015,0.12332,0.119079,0.124959,0.124906,0.096858
2900.5,0.09509,0.108686,0.121716,0.117037,0.123573,0.122974,0.094788
2900,0.092991,0.10679,0.120234,0.114976,0.12201,0.120951,0.092693
2899.5,0.090592,0.104554,0.118762,0.113087,0.120231,0.118929,0.090663
2899,0.088072,0.102328,0.117017,0.111375,0.118292,0.117044,0.08878
2898.5,0.085624,0.100304,0.114762,0.109591,0.116272,0.11537,0.086995
2898,0.083419,0.098368,0.112155,0.107549,0.114275,0.113903,0.085251
2897.5,0.081585,0.096388,0.109722,0.105425,0.112423,0.11261,0.083587
2897,0.080106,0.094421,0.107865,0.103572,0.110746,0.111433,0.08202
2896.5,0.078769,0.092584,0.106482,0.102103,0.109135,0.110271,0.080441
2896,0.077283,0.090887,0.105208,0.100831,0.107498,0.109018,0.078741
2895.5,0.075476,0.089287,0.103879,0.099538,0.105897,0.107627,0.076941
2895,0.073374,0.087767,0.102603,0.098111,0.104451,0.106111,0.075062
2894.5,0.071105,0.086284,0.101438,0.096472,0.103142,0.104508,0.073013
2894,0.068801,0.084717,0.100219,0.094586,0.101792,0.10285,0.070745
2893.5,0.066548,0.082943,0.098698,0.092582,0.100238,0.10115,0.06843
2893,0.06435,0.080929,0.096757,0.090679,0.09846,0.099385,0.066339
2892.5,0.062149,0.078716,0.094494,0.088977,0.096589,0.097538,0.064571
2892,0.059965,0.076441,0.092231,0.087445,0.094827,0.095698,0.063048
2891.5,0.057996,0.074397,0.090386,0.086094,0.09336,0.09408,0.061713
2891,0.056496,0.072911,0.089187,0.084983,0.09226,0.092864,0.060565
2890.5,0.055507,0.072033,0.08847,0.08403,0.091437,0.09202,0.059531
2890,0.0548,0.071403,0.087841,0.082987,0.090668,0.091332,0.058474
2889.5,0.054122,0.070577,0.087045,0.081734,0.08971,0.090599,0.057403
2889,0.053447,0.069482,0.086118,0.080476,0.088469,0.08977,0.056521
2888.5,0.052905,0.068459,0.085221,0.079527,0.087128,0.088898,0.055994
