Wavelength,calib_1,calib_2,calib_3,calib_4,calib_5,calib_6,calib_7
3836.5,-0.003429,-0.001234,-0.000873,-0.000392,-0.001624,-0.002585,-0.00186
3836,-0.0029,-0.000638,-0.000624,0.000203,-0.000873,-0.001868,-0.001086
3835.5,-0.002466,-0.000144,-0.000238,0.000859,-0.000149,-0.000877,-0.000327
3835,-0.002214,0.000144,0.000217,0.001344,0.000356,0.000136,0.000194
3834.5,-0.002148,0.000232,0.000512,0.001434,0.000586,0.000848,0.000336
3834,-0.00217,0.000207,0.000511,0.001146,0.000637,0.001139,0.000194
3833.5,-0.002176,0.000174,0.000346,0.000698,0.000681,0.001104,-0.000014
3833,-0.002127,0.000166,0.000318,0.000367,0.000816,0.000939,-0.000125
3832.5,-0.002103,0.000087,0.000573,0.0003,0.000966,0.000831,-0.000168
3832,-0.002228,-0.000155,0.000907,0.000401,0.001017,0.0008,-0.000308
3831.5,-0.002461,-0.000474,0.001004,0.000487,0.001025,0.000756,-0.000585
3831,-0.002582,-0.000689,0.000791,0.000511,0.001123,0.000699,-0.000843
3830.5,-0.002438,-0.000734,0.000432,0.000551,0.001315,0.000702,-0.000919
3830,-0.002098,-0.000698,0.00016,0.00066,0.001461,0.000741,-0.000786
3829.5,-0.001764,-0.000694,0.000156,0.000821,0.001452,0.00075,-0.000526
3829,-0.001582,-0.000727,0.00047,0.000986,0.001328,0.00071,-0.000253
3828.5,-0.001556,-0.000707,0.000999,0.001107,0.001173,0.000596,-0.000109
3828,-0.00163,-0.000574,0.001493,0.001119,0.000966,0.000378,-0.000229
3827.5,-0.001781,-0.000365,0.001669,0.000968,0.000638,0.000089,-0.000607
3827,-0.001997,-0.00017,0.001446,0.000689,0.000277,-0.000136,-0.001018
3826.5,-0.002257,-0.000061,0.001038,0.00041,0.000135,-0.000179,-0.001216
3826,-0.002526,-0.000086,0.000712,0.000223,0.00033,-0.000053,-0.001203
3825.5,-0.00275,-0.000272,0.00053,0.000105,0.000657,0.000106,-0.001169
3825,-0.002865,-0.000574,0.000398,-0.000023,0.00076,0.000182,-0.001228
3824.5,-0.002849,-0.000832,0.000245,-0.000168,0.000498,0.000207,-0.001295
3824,-0.002756,-0.000869,0.000102,-0.000225,0.000105,0.000293,-0.001256
3823.5,-0.002674,-0.000643,0.000052,-0.000073,-0.00002,0.000467,-0.001138
3823,-0.002641,-0.000308,0.000133,0.000316,0.000329,0.000628,-0.001047
3822.5,-0.002607,-0.00014,0.000279,0.000838,0.000931,0.00067,-0.000963
3822,-0.002531,-0.000323,0.000319,0.001274,0.001221,0.000623,-0.00071
3821.5,-0.002486,-0.000693,0.000118,0.001482,0.000911,0.000568,-0.000252
3821,-0.002613,-0.00092,-0.000157,0.001516,0.000346,0.000387,0.000101
3820.5,-0.002932,-0.000968,-0.000226,0.001467,-0.000054,0.000062,0.000017
3820,-0.003318,-0.001041,-0.000219,0.001313,-0.000292,-0.000183,-0.000496
3819.5,-0.003659,-0.001253,-0.000396,0.000974,-0.000614,-0.000448,-0.00117
3819,-0.003989,-0.001545,-0.000747,0.00041,-0.001174,-0.000929,-0.001741
3818.5,-0.004382,-0.001796,-0.001124,-0.000319,-0.001874,-0.001523,-0.002134
3818,-0.00477,-0.001908,-0.001399,-0.00103,-0.002426,-0.002035,-0.002431
3817.5,-0.004915,-0.001839,-0.001508,-0.001423,-0.002566,-0.002284,-0.002703
3817,-0.004675,-0.001638,-0.001475,-0.001253,-0.002321,-0.002147,-0.002905
3816.5,-0.00429,-0.001404,-0.001443,-0.000687,-0.001927,-0.00172,-0.002927
3816,-0.004055,-0.001133,-0.001471,-0.000188,-0.001396,-0.001337,-0.002702
3815.5,-0.003826,-0.000814,-0.001359,0.000065,-0.000657,-0.001064,-0.002283
3815,-0.003417,-0.000543,-0.001017,0.000178,0.000128,-0.000596,-0.001836
3814.5,-0.003007,-0.000407,-0.000589,0.000209,0.000716,0.000061,-0.001549
3814,-0.00286,-0.0004,-0.000245,0.000184,0.001016,0.000589,-0.001478
3813.5,-0.002969,-0.000443,-0.000027,0.000183,0.001128,0.000819,-0.0015
3813,-0.003071,-0.000456,0.000176,0.00031,0.001188,0.000809,-0.001448
3812.5,-0.002959,-0.00044,0.000456,0.000574,0.001206,0.000736,-0.001281
3812,-0.002714,-0.000459,0.000735,0.000853,0.001113,0.000702,-0.001113
3811.5,-0.002563,-0.000543,0.00085,0.001008,0.000896,0.000668,-0.001087
3811,-0.002601,-0.000641,0.000742,0.001011,0.000624,0.000556,-0.00123
3810.5,-0.002742,-0.00068,0.00053,0.000923,0.000334,0.000351,-0.001473
3810,-0.002876,-0.00064,0.000383,0.000781,0.000019,0.000102,-0.001745
3809.5,-0.00296,-0.00055,0.000392,0.000584,-0.000245,-0.000123,-0.002011
3809,-0.002963,-0.00041,0.000584,0.000396,-0.000259,-0.000231,-0.002208
3808.5,-0.002841,-0.000191,0.000952,0.000376,0.000119,-0.000115,-0.002216
3808,-0.002633,0.000029,0.001372,0.000614,0.00067,0.000235,-0.001956
3807.5,-0.002482,0.00007,0.00154,0.000913,0.000928,0.000615,-0.001546
3807,-0.002379,-0.000056,0.001281,0.001014,0.000842,0.000755,-0.00117
3806.5,-0.002084,-0.000146,0.000871,0.001003,0.000795,0.000707,-0.00084
3806,-0.001536,-0.000115,0.00066,0.001087,0.000965,0.000804,-0.00052
3805.5,-0.001048,-0.000081,0.000704,0.001212,0.00119,0.001117,-0.000308
3805,-0.000981,-0.000182,0.00084,0.001131,0.00124,0.001407,-0.000323
3804.5,-0.001384,-0.000399,0.000883,0.000736,0.001037,0.001525,-0.000518
3804,-0.001964,-0.000524,0.000805,0.000209,0.000689,0.001501,-0.000687
3803.5,-0.002339,-0.000312,0.000721,-0.000133,0.000395,0.001409,-0.000664
3803,-0.002331,0.000258,0.000704,-0.000145,0.000294,0.00119,-0.000494
3802.5,-0.002145,0.000792,0.000614,-0.00001,0.000285,0.000619,-0.000458
3802,-0.00224,0.000711,0.000167,-0.000065,0.000085,-0.000403,-0.000816
3801.5,-0.002723,0.00004,-0.000585,-0.000313,-0.000252,-0.001534,-0.001377
3801,-0.003103,-0.00059,-0.001098,-0.000381,-0.000342,-0.002193,-0.001639
3800.5,-0.002962,-0.000818,-0.001005,-0.000086,-0.000046,-0.002051,-0.001425
3800,-0.002472,-0.000755,-0.000412,0.000377,0.000422,-0.001381,-0.000989
3799.5,-0.002112,-0.000619,0.000346,0.000754,0.000792,-0.00075,-0.00068
3799,-0.002151,-0.000482,0.000903,0.00097,0.000947,-0.000401,-0.000648
3798.5,-0.002426,-0.000262,0.001062,0.001112,0.000964,-0.000218,-0.000776
3798,-0.002541,0.000111,0.000905,0.001275,0.000977,0.000014,-0.000808
3797.5,-0.002285,0.000543,0.000728,0.001472,0.001048,0.000364,-0.000579
3797,-0.001838,0.000794,0.000805,0.001634,0.001153,0.000678,-0.00021
3796.5,-0.001541,0.000717,0.001134,0.001655,0.001254,0.000791,-0.00001
3796,-0.001533,0.000394,0.001435,0.001458,0.001308,0.000772,-0.000155
3795.5,-0.001706,0.000015,0.00144,0.001059,0.001264,0.000815,-0.000533
3795,-0.001916,-0.000304,0.001152,0.000591,0.0011,0.000952,-0.000933
3794.5,-0.002095,-0.000551,0.000805,0.000239,0.000897,0.001055,-0.001235
3794,-0.002209,-0.000748,0.000616,0.000115,0.000813,0.001045,-0.001418
3793.5,-0.002203,-0.000885,0.000648,0.000207,0.000948,0.000985,-0.001456
3793,-0.002018,-0.000915,0.000892,0.000438,0.001243,0.00101,-0.001276
3792.5,-0.001673,-0.000809,0.001342,0.000743,0.001533,0.001177,-0.000879
3792,-0.001297,-0.000609,0.001901,0.001049,0.00169,0.001349,-0.000455
3791.5,-0.001074,-0.000409,0.002312,0.001241,0.001671,0.001294,-0.000271
3791,-0.001138,-0.000304,0.002284,0.001211,0.001486,0.000932,-0.000426
3790.5,-0.001468,-0.00034,0.001768,0.000972,0.001175,0.000472,-0.000741
3790,-0.001875,-0.000508,0.001019,0.000644,0.000817,0.00024,-0.000953
3789.5,-0.002152,-0.000742,0.000382,0.000319,0.000498,0.000348,-0.000989
3789,-0.002238,-0.000921,0.000025,0.00001,0.000277,0.000587,-0.000995
3788.5,-0.002222,-0.00093,-0.000063,-0.000252,0.000181,0.000682,-0.001104
3788,-0.002217,-0.000747,0.000079,-0.000336,0.000252,0.000596,-0.001253
3787.5,-0.002246,-0.000463,0.000457,-0.00012,0.000539,0.000515,-0.001259
3787,-0.002262,-0.000219,0.000997,0.000334,0.001008,0.000571,-0.001044
3786.5,-0.002224,-0.000113,0.001487,0.000779,0.001475,0.000669,-0.000731
3786,-0.002145,-0.000182,0.001701,0.000977,0.00169,0.000624,-0.000508
3785.5,-0.002056,-0.000414,0.001583,0.000863,0.001541,0.00041,-0.000435
3785,-0.001974,-0.000756,0.001287,0.000539,0.001157,0.000176,-0.000428
3784.5,-0.001925,-0.001102,0.001005,0.000152,0.000784,0.000048,-0.000406
3784,-0.001958,-0.001318,0.000795,-0.00016,0.000586,0.000025,-0.000402
3783.5,-0.002103,-0.001329,0.000596,-0.000264,0.000574,0.000049,-0.000498
3783,-0.002329,-0.001192,0.000365,-0.000084,0.000637,0.000096,-0.00072
3782.5,-0.002563,-0.001071,0.000114,0.000298,0.000623,0.000152,-0.001018
3782,-0.002728,-0.001094,-0.000109,0.000681,0.000459,0.00016,-0.001323
3781.5,-0.002748,-0.001227,-0.000216,0.000896,0.000231,0.000085,-0.001567
3781,-0.00258,-0.001306,-0.000101,0.000907,0.000142,0.000003,-0.001655
3780.5,-0.002275,-0.001202,0.00023,0.000768,0.000341,0.000032,-0.001477
3780,-0.001995,-0.000942,0.000545,0.000565,0.000774,0.000127,-0.001023
3779.5,-0.001891,-0.00064,0.000596,0.00043,0.001241,0.000095,-0.000463
3779,-0.001971,-0.000365,0.000439,0.000505,0.001567,-0.000071,-0.00006
3778.5,-0.00215,-0.000146,0.000321,0.000794,0.001664,-0.000106,-0.000005
3778,-0.002369,-0.000036,0.000385,0.001093,0.001492,0.000118,-0.000318
3777.5,-0.002605,-0.000105,0.000573,0.001144,0.001082,0.000402,-0.000834
3777,-0.002806,-0.000353,0.000705,0.000912,0.000594,0.000476,-0.001276
3776.5,-0.002881,-0.000676,0.000671,0.000627,0.000254,0.000262,-0.001449
3776,-0.002777,-0.000952,0.000521,0.000514,0.000199,-0.000077,-0.001389
3775.5,-0.002533,-0.001135,0.000359,0.00054,0.000368,-0.000324,-0.001288
3775,-0.002279,-0.001269,0.000223,0.000479,0.000553,-0.000392,-0.001281
3774.5,-0.002159,-0.00143,0.000074,0.000199,0.000578,-0.000357,-0.001337
3774,-0.00223,-0.001647,-0.00012,-0.000202,0.000432,-0.000346,-0.001353
3773.5,-0.002406,-0.001886,-0.000339,-0.000535,0.00025,-0.000386,-0.001303
3773,-0.00253,-0.002048,-0.000499,-0.000684,0.00019,-0.000369,-0.00123
3772.5,-0.002503,-0.002004,-0.000491,-0.000613,0.000359,-0.00011,-0.001141
3772,-0.00232,-0.001659,-0.000219,-0.000276,0.000785,0.000512,-0.000994
3771.5,-0.002005,-0.001052,0.000326,0.000353,0.001347,0.001402,-0.000786
3771,-0.001629,-0.000432,0.000968,0.001094,0.001687,0.002147,-0.000626
3770.5,-0.001369,-0.000152,0.001345,0.001504,0.00142,0.002223,-0.000656
3770,-0.001416,-0.000337,0.001212,0.001284,0.000639,0.001546,-0.000858
3769.5,-0.001724,-0.000778,0.000741,0.000694,-0.000086,0.000681,-0.001015
3769,-0.002045,-0.001197,0.000325,0.000255,-0.000321,0.000277,-0.000951
3768.5,-0.002207,-0.001435,0.000233,0.000202,-0.000068,0.00044,-0.000677
3768,-0.002233,-0.001433,0.000491,0.000357,0.000394,0.000756,-0.00036
3767.5,-0.00226,-0.001249,0.000871,0.000387,0.000741,0.000786,-0.000206
3767,-0.002437,-0.001085,0.001026,0.000119,0.000741,0.000388,-0.000337
3766.5,-0.00282,-0.001143,0.000779,-0.000304,0.000394,-0.000202,-0.000689
3766,-0.003289,-0.001347,0.000304,-0.000582,0.000032,-0.000554,-0.00104
3765.5,-0.003579,-0.001348,-0.000049,-0.000574,0.000068,-0.000429,-0.001214
3765,-0.003495,-0.000963,-0.000125,-0.000407,0.000562,0.000054,-0.001258
3764.5,-0.003103,-0.000416,-0.000041,-0.000273,0.00118,0.000573,-0.001337
3764,-0.002655,-0.000099,0.000051,-0.000239,0.001536,0.000831,-0.001513
3763.5,-0.00236,-0.000212,0.00011,-0.000242,0.001485,0.000789,-0.001676
3763,-0.002244,-0.000617,0.000138,-0.00022,0.001181,0.000651,-0.001676
3762.5,-0.002217,-0.001005,0.000116,-0.000193,0.000893,0.000628,-0.001497
3762,-0.002182,-0.001123,0.000034,-0.000185,0.000794,0.000746,-0.001245
3761.5,-0.002067,-0.000869,-0.000043,-0.000123,0.000862,0.000884,-0.001008
3761,-0.001817,-0.000317,-0.000002,0.000123,0.000933,0.00093,-0.000785
3760.5,-0.001464,0.00023,0.000185,0.000557,0.000869,0.000916,-0.000551
3760,-0.001167,0.000391,0.000404,0.000932,0.000766,0.000954,-0.000334
3759.5,-0.001093,0.000086,0.000586,0.000989,0.000881,0.00105,-0.000165
3759,-0.001233,-0.000378,0.000801,0.000762,0.001286,0.001142,-0.000025
3758.5,-0.001457,-0.000662,0.001046,0.000516,0.001774,0.001146,0.00008
3758,-0.00169,-0.000705,0.001186,0.000473,0.002051,0.000914,0.000075
3757.5,-0.001968,-0.000746,0.001095,0.000627,0.00194,0.000444,-0.000103
3757,-0.00233,-0.001,0.000806,0.000771,0.001527,-0.000038,-0.00037
3756.5,-0.002637,-0.001341,0.000549,0.000753,0.001081,-0.000303,-0.000512
3756,-0.00263,-0.001477,0.000497,0.000646,0.000758,-0.000248,-0.000421
3755.5,-0.002257,-0.001384,0.000556,0.000581,0.000455,0.000072,-0.000232
3755,-0.001828,-0.001362,0.000502,0.000512,-0.000016,0.000441,-0.000204
3754.5,-0.001764,-0.001696,0.000254,0.000265,-0.000668,0.00057,-0.00052
3754,-0.002185,-0.002303,-0.000051,-0.000198,-0.00125,0.000255,-0.001143
3753.5,-0.002767,-0.002685,-0.000189,-0.000588,-0.001463,-0.000484,-0.001803
3753,-0.003062,-0.002334,-0.000078,-0.000479,-0.001366,-0.001233,-0.002151
3752.5,-0.003115,-0.001257,0.000042,0.000095,-0.001233,-0.001412,-0.002073
3752,-0.003244,0.000058,-0.000009,0.000676,-0.00104,-0.001045,-0.001749
3751.5,-0.003342,0.0012,0.000007,0.001025,-0.000614,-0.000559,-0.001406
3751,-0.003084,0.001998,0.000256,0.00122,0.000001,-0.000115,-0.001141
3750.5,-0.002381,0.002256,0.000482,0.001399,0.000458,0.000079,-0.000892
3750,-0.001629,0.00174,0.000426,0.001537,0.000302,-0.00019,-0.000626
3749.5,-0.001469,0.000717,0.000232,0.00142,-0.000191,-0.00063,-0.00049
3749,-0.001832,-0.000181,0.000127,0.001066,-0.000297,-0.000803,-0.000573
3748.5,-0.002124,-0.000701,0.000145,0.000723,0.000042,-0.000654,-0.000783
3748,-0.002168,-0.000963,0.000277,0.0005,0.00032,-0.000349,-0.000981
3747.5,-0.002199,-0.001147,0.000452,0.000363,0.000151,0.000043,-0.001055
3747,-0.002441,-0.001373,0.000586,0.000237,-0.000378,0.000547,-0.001011
3746.5,-0.002852,-0.001651,0.00068,0.000077,-0.000794,0.001213,-0.000985
3746,-0.003136,-0.001858,0.00078,-0.000032,-0.00063,0.002138,-0.001087
3745.5,-0.003051,-0.001898,0.000945,0.000075,-0.000159,0.003216,-0.001264
3745,-0.002885,-0.001874,0.001183,0.000328,-0.000362,0.003956,-0.001334
3744.5,-0.003119,-0.001752,0.001329,0.000477,-0.001079,0.003966,-0.001145
3744,-0.003534,-0.001522,0.001295,0.000553,-0.00137,0.003313,-0.000821
3743.5,-0.003696,-0.001372,0.00095,0.000674,-0.001122,0.002365,-0.000656
3743,-0.003537,-0.001321,0.000467,0.000817,-0.000629,0.001241,-0.000751
3742.5,-0.003086,-0.001158,0.000197,0.000998,-0.000076,0.000285,-0.000855
3742,-0.002446,-0.000744,0.000173,0.00123,0.000365,-0.000029,-0.000645
3741.5,-0.001976,-0.000272,0.000251,0.00138,0.000473,0.000078,-0.000202
3741,-0.002028,-0.000117,0.000218,0.00127,0.000166,0.000191,0.000027
3740.5,-0.002537,-0.000417,0.000044,0.000903,-0.000331,0.000083,-0.000238
3740,-0.003058,-0.000907,-0.0001,0.000466,-0.000678,-0.000107,-0.000798
3739.5,-0.003253,-0.001202,-0.000048,0.000118,-0.000724,-0.000141,-0.00125
3739,-0.003167,-0.001209,0.000135,-0.000143,-0.00064,0.000028,-0.001447
3738.5,-0.003019,-0.001239,0.000234,-0.000405,-0.000747,0.000216,-0.001569
3738,-0.002848,-0.001652,0.00019,-0.000667,-0.001198,0.000246,-0.001789
3737.5,-0.002506,-0.002407,0.000214,-0.000791,-0.001809,0.000234,-0.001976
3737,-0.001979,-0.003018,0.000504,-0.000631,-0.002157,0.000479,-0.001869
3736.5,-0.001521,-0.003037,0.000927,-0.000186,-0.001932,0.001058,-0.001461
3736,-0.001397,-0.002558,0.001173,0.000371,-0.001275,0.001666,-0.00105
3735.5,-0.001608,-0.002077,0.001194,0.00082,-0.000683,0.001947,-0.000839
3735,-0.001975,-0.001874,0.001291,0.001054,-0.000462,0.001886,-0.000721
3734.5,-0.002357,-0.001782,0.001597,0.001114,-0.000428,0.00176,-0.00057
3734,-0.00265,-0.001525,0.001823,0.001085,-0.000229,0.001742,-0.000479
3733.5,-0.002784,-0.001011,0.001733,0.000977,0.00026,0.001721,-0.000592
3733,-0.002794,-0.000427,0.001461,0.000698,0.000783,0.001594,-0.000867
3732.5,-0.002824,-0.000125,0.001275,0.000195,0.000946,0.001388,-0.001083
3732,-0.002928,-0.000286,0.001212,-0.000353,0.000696,0.001133,-0.001123
3731.5,-0.002959,-0.000805,0.001097,-0.000623,0.000276,0.00089,-0.001108
3731,-0.002787,-0.001474,0.000877,-0.000462,-0.000104,0.00074,-0.00119
3730.5,-0.002478,-0.00211,0.000732,-0.000011,-0.000326,0.000658,-0.001357
3730,-0.002209,-0.002595,0.000841,0.000421,-0.00034,0.000523,-0.001488
3729.5,-0.002143,-0.002893,0.001165,0.000571,-0.000169,0.000247,-0.001545
3729,-0.002315,-0.002993,0.001519,0.000422,0.000114,-0.000111,-0.001631
3728.5,-0.002622,-0.002885,0.001797,0.000197,0.000433,-0.00028,-0.001833
3728,-0.00294,-0.002644,0.001994,0.000131,0.000673,0.000001,-0.002111
3727.5,-0.003246,-0.002512,0.00209,0.000198,0.000645,0.000632,-0.002378
3727,-0.00362,-0.002718,0.001968,0.0001,0.000223,0.001137,-0.002668
3726.5,-0.004015,-0.003148,0.001594,-0.000336,-0.000418,0.001182,-0.003034
3726,-0.004167,-0.003374,0.001208,-0.000886,-0.000863,0.00098,-0.003324
3725.5,-0.003875,-0.003123,0.001111,-0.001159,-0.000826,0.000993,-0.003255
3725,-0.003305,-0.002591,0.001361,-0.001015,-0.000386,0.001349,-0.002744
3724.5,-0.002869,-0.002219,0.001745,-0.000683,0.000158,0.001714,-0.002072
3724,-0.002828,-0.002236,0.002008,-0.000499,0.000588,0.001689,-0.001642
3723.5,-0.00306,-0.002474,0.00205,-0.000593,0.000864,0.001233,-0.001592
3723,-0.003189,-0.002578,0.001934,-0.0008,0.001049,0.000695,-0.001687
3722.5,-0.002963,-0.002382,0.001764,-0.000819,0.0012,0.000436,-0.00161
3722,-0.00249,-0.002026,0.001629,-0.000479,0.001341,0.000491,-0.001319
3721.5,-0.00204,-0.001692,0.001578,0.000152,0.001473,0.00069,-0.001007
3721,-0.001717,-0.001365,0.001595,0.000909,0.001617,0.000887,-0.000772
3720.5,-0.001385,-0.000929,0.001684,0.00166,0.00181,0.001037,-0.000495
3720,-0.000883,-0.000403,0.001854,0.00228,0.002039,0.001211,-0.000049
3719.5,-0.000284,0,0.002027,0.002616,0.002227,0.001464,0.000465
3719,0.000125,0.000105,0.00211,0.002547,0.002288,0.001731,0.000787
3718.5,0.000172,-0.000024,0.002102,0.002116,0.002188,0.001931,0.000791
3718,0.000002,-0.000206,0.002079,0.001555,0.001931,0.002063,0.000606
3717.5,-0.000121,-0.000372,0.002104,0.001127,0.00153,0.002137,0.000429
3717,-0.000138,-0.000594,0.002171,0.000929,0.001041,0.002102,0.000291
3716.5,-0.000228,-0.000894,0.002218,0.000886,0.000583,0.001909,0.000109
3716,-0.000576,-0.001126,0.002192,0.000875,0.000287,0.001591,-0.000135
3715.5,-0.001176,-0.001127,0.002038,0.000852,0.000168,0.001262,-0.000367
3715,-0.001895,-0.000931,0.001674,0.000834,0.000089,0.000995,-0.00055
3714.5,-0.002642,-0.00074,0.001016,0.000793,-0.000122,0.000708,-0.000788
3714,-0.003343,-0.000681,0.000068,0.000704,-0.000517,0.000269,-0.001152
3713.5,-0.003812,-0.000658,-0.000914,0.000687,-0.000996,-0.000267,-0.001423
3713,-0.003827,-0.000521,-0.00143,0.000893,-0.001418,-0.000595,-0.001242
3712.5,-0.003482,-0.00031,-0.001281,0.0012,-0.001623,-0.000506,-0.000683
3712,-0.003133,-0.000173,-0.000878,0.001341,-0.001477,-0.000281,-0.000281
3711.5,-0.002876,-0.000154,-0.000565,0.001331,-0.001043,-0.000262,-0.000303
3711,-0.002563,-0.00018,-0.000326,0.001391,-0.000532,-0.000395,-0.000523
3710.5,-0.002156,-0.000229,-0.000059,0.001612,-0.00018,-0.000587,-0.000608
3710,-0.001873,-0.000443,0.000219,0.001775,-0.00017,-0.000841,-0.0005
3709.5,-0.001996,-0.000939,0.000323,0.001523,-0.000438,-0.001079,-0.000498
3709,-0.002461,-0.001554,0.0001,0.000859,-0.000677,-0.001149,-0.000834
3708.5,-0.002864,-0.001955,-0.000346,0.000208,-0.000661,-0.000894,-0.001346
3708,-0.00291,-0.001917,-0.000687,-0.000078,-0.00042,-0.00036,-0.001721
3707.5,-0.002645,-0.001484,-0.000652,-0.000055,-0.000116,0.000169,-0.001857
3707,-0.002266,-0.000944,-0.000297,-0.000008,0.000135,0.000415,-0.001887
3706.5,-0.00189,-0.000625,0.000116,-0.00011,0.000316,0.000309,-0.001935
3706,-0.001565,-0.000701,0.000405,-0.000329,0.000415,0.000021,-0.00199
3705.5,-0.001407,-0.001124,0.00058,-0.000545,0.000359,-0.000169,-0.001989
3705,-0.001569,-0.001686,0.000798,-0.00066,0.000085,-0.000067,-0.001925
3704.5,-0.002071,-0.00213,0.001182,-0.000649,-0.000317,0.000304,-0.001856
3704,-0.002712,-0.002246,0.001644,-0.000531,-0.000577,0.000754,-0.001823
3703.5,-0.003158,-0.001943,0.00193,-0.000294,-0.000429,0.001089,-0.00177
3703,-0.003174,-0.001305,0.001868,0.000072,0.000073,0.001213,-0.001592
3702.5,-0.00285,-0.00061,0.001474,0.000467,0.000509,0.001092,-0.001301
3702,-0.002494,-0.000153,0.000897,0.00072,0.000558,0.000741,-0.001025
3701.5,-0.002272,-0.000025,0.000366,0.000774,0.000398,0.000282,-0.000831
3701,-0.002118,-0.000116,0.000086,0.000727,0.000446,-0.000038,-0.000683
3700.5,-0.001947,-0.000256,0.000121,0.000725,0.00087,-0.000022,-0.000559
3700,-0.001754,-0.000306,0.000413,0.000874,0.001474,0.000344,-0.000453
3699.5,-0.001547,-0.000234,0.000809,0.001162,0.001896,0.000945,-0.000336
3699,-0.001312,-0.000147,0.001128,0.001442,0.001898,0.00156,-0.000202
3698.5,-0.001077,-0.000214,0.001307,0.001537,0.001526,0.001979,-0.000143
3698,-0.000942,-0.000497,0.001411,0.00143,0.001042,0.002149,-0.000277
3697.5,-0.001002,-0.000891,0.001529,0.001277,0.000739,0.002146,-0.000564
3697,-0.001218,-0.001227,0.001664,0.001251,0.000753,0.002032,-0.000777
3696.5,-0.001433,-0.001426,0.001775,0.001374,0.001019,0.001825,-0.000728
3696,-0.001506,-0.001494,0.001826,0.001535,0.001393,0.001598,-0.000493
3695.5,-0.001408,-0.001461,0.001778,0.001645,0.001747,0.001466,-0.000309
3695,-0.001268,-0.00139,0.001579,0.001673,0.001938,0.001427,-0.000309
3694.5,-0.001337,-0.001402,0.001205,0.001585,0.001799,0.001302,-0.000439
3694,-0.001786,-0.001564,0.00072,0.001365,0.001279,0.000953,-0.000569
3693.5,-0.002485,-0.001742,0.000303,0.001095,0.000547,0.000505,-0.000589
3693,-0.003076,-0.001642,0.000138,0.000875,-0.00008,0.000253,-0.00044
3692.5,-0.003245,-0.001111,0.000208,0.0007,-0.000341,0.000363,-0.000138
3692,-0.003001,-0.000446,0.000321,0.000523,-0.000239,0.0007,0.000212
